,sb,se,streamID,f0,f1,f2,f3,f4,f5,f6,f7,class
0,sb1,se1,0,8.123229913349531,30.694228807740387,13.14775135034613,5.490520199871258,-0.5686678457818192,0.8865765279448942,0.05398816572978947,0.7071101262183574,0
1,sb1,se1,1,-4.429566837371668,10.445811535271794,6.339134583885746,2.556978901649762,-0.35281873849335543,0.3931480938681138,0.4673323179402363,0.2564159521761624,0
2,sb1,se1,2,-2.8929875739119804,17.601142529808403,9.95537660263523,4.575639190567752,-1.2165743390036237,0.295369564167571,-0.034090763983181,0.41100838077977003,0
3,sb1,se1,3,2.488949220033959,20.173991902843305,11.534847333539043,5.492954708396171,-1.004800055311935,0.5419474575400202,-0.09381499633594788,0.5641715299458704,0
4,sb1,se1,4,1.89818715183581,3.3783100559283135,9.405658153343243,1.837006296639014,-1.1127504036908533,0.17936902846693561,-0.1554306941758392,0.15192913716046358,0
5,sb1,se1,5,-1.7433709100378352,20.081387613148745,9.429556270783928,4.279956488000395,-1.0867107776544318,0.6295121653598045,0.1148391051342698,0.4010419818388037,0
6,sb1,se1,6,0.3055881476154491,10.621577343975716,11.699521510738705,4.915739788596043,-1.0634918056821159,0.29335376766365845,-0.1664877863156913,0.33929865176543295,0
7,sb1,se1,7,-10.643840254621997,44.59898051279107,18.017212894442945,4.624536445005648,-0.6282146277396207,0.7152283503952833,0.19964653334598964,0.6811802597469989,0
8,sb1,se1,8,3.449876414170445,2.2393218974271663,11.802949767061401,8.362917880123959,-0.8706674039833829,0.012156255126751924,0.23414360406145465,0.15573045255356072,0
9,sb1,se1,9,3.6909166359121035,27.682270736915992,12.686990896729155,6.4168568400649795,-0.36048823832906923,2.4367578267634817,0.06617054539028752,0.8312947352738338,0
10,sb1,se1,10,-0.5200807045894299,9.085033708471029,12.238671638730604,3.702841982154567,-0.5619940202239337,1.0513097994086034,0.28861913106650233,0.7239549198305671,0
11,sb1,se1,11,-10.918621884444368,25.688498805448802,19.0446098791181,1.368953813160765,-0.5630402174027354,0.20829853701767598,0.2633009971015548,0.6317876309568591,0
