sb,se,streamID,f0,f1,f2,f3,f4,f5,f6,f7,class
sb1,se1,0,5.00889960283971,15.615196961416503,14.515509115434993,3.588091874999079,-0.9754784891133667,0.4850318239223995,0.21684715083146294,0.5109923837221587,0
sb1,se1,1,1.8360967774762909,2.8239599116775795,4.158382558590621,1.27184203877873,-0.8651773285903381,0.2335138119655855,-0.3859538145276671,0.41067380132092796,0
sb1,se1,2,-5.568695720606892,34.52760503714114,9.702793680383364,6.324472587972156,-0.7768517198734478,0.4372939258291978,0.05654054604879481,0.5262513727884651,0
sb1,se1,3,-5.6644394944855225,19.133658951626646,8.006312213036468,5.469620446458732,-0.9003351446950795,0.518191534162631,0.16866627520165434,0.4751407417871011,0
sb1,se1,4,0.43599922861391266,2.8389830880374753,12.163699017398217,3.620653747401576,-0.8414863970376887,0.4428811703046347,0.009715372647452944,0.3003181950621241,0
sb1,se1,5,-0.23091576903454974,14.661196609316205,10.182099003653123,6.854141647147281,-0.8570944521395771,1.0239927760150425,0.1814445688221778,0.4928412930867506,0
sb1,se1,6,-0.4005482881428666,9.49984845291165,12.398120442694793,4.597389333299046,-1.1813076839661687,0.26453143340092444,-0.1136092667350949,0.29874633561508,0
sb1,se1,7,-9.178195003098185,34.660412119884015,15.224324011681585,4.897102525638797,-0.5936090037654899,0.878169278235726,0.056682924346592535,0.7759071369164575,0
sb1,se1,8,5.144442947627454,6.704881579140524,9.560343306846542,6.583499429162479,-0.835025509365373,0.1719449011188432,0.26060038931537327,0.25291184796895144,0
sb1,se1,9,2.8715127218669005,21.88851892369127,11.527503769867886,5.478488937601346,-0.43151665580408566,2.220270983580257,0.12892211577683346,0.8382926294070694,0
sb1,se1,10,0.14845876954479725,5.2655189817451085,9.37821900029795,2.976996977120959,-0.6547479424503558,0.704276451958392,-0.16312635260525563,0.7473948085645857,0
sb1,se1,11,-10.242342526805533,24.45399382694203,17.47723652554875,1.829755992125066,-0.7232906859339355,0.1441614425703986,0.27748531545243654,0.6291794859267571,0
sb1,se1,12,0.2775849313950077,12.45459196977423,6.626836300367463,2.8479129813585073,-0.958510069966321,0.5433180115435199,-0.09905413726399616,0.41289726627245665,0
sb1,se1,13,13.950342422495027,28.027382568764523,15.955975206249407,4.392012591344563,-0.26782024869135274,0.683858691088073,-0.38563114196800047,0.6735777258501341,0
sb1,se1,14,-3.6297147012225444,28.08610111328648,9.68754274817279,5.195454688514254,-0.8681534981467165,1.0117790864508718,-0.06830456151810115,0.5606433105069216,0
sb1,se1,15,-5.804573237065101,28.007192924373516,10.246077987541167,3.3534816977074278,-0.619611352522793,0.901404283937969,0.09202096730358603,0.6969834047752711,0
sb1,se1,16,-0.03026435909876549,11.612724603096769,11.432368844491213,6.438516136861648,-0.8127410474197371,0.9891207028717507,0.2536740066793741,0.4931516571080201,0
sb1,se1,17,2.9718419042989765,18.83196223911295,10.845778382265397,4.972465222740443,-0.8167450808651651,1.3733105675394872,0.03180895523245762,0.304667823124514,0
sb1,se1,18,-11.10138879821483,46.773627574026904,14.199981386965343,7.141079279832593,-0.9417970689619102,0.7216090086829643,0.19481684206498887,0.5446079287650876,0
sb1,se1,19,-1.8581712644864592,5.171611626694066,9.150900830889658,6.497198047873914,-0.6334275387089745,0.8255517976478611,-0.07191993164576121,0.3293875362051336,0
sb1,se1,20,-3.563025109091017,7.307379803859796,4.652552276668152,2.8739455617624694,-0.5578625140991876,0.6455269362994864,0.4080800845337677,0.16662514894282196,0
sb1,se1,21,-0.3727897940166743,12.086545520482021,6.407506733156554,3.184283294401956,-0.8061507809668119,0.5898563480858926,0.05942903900650198,0.5519218875113644,0
sb1,se1,22,-2.6778798960745616,12.856152213429827,10.851767612520755,3.4669907335333576,-1.015648416611056,0.38129739086845443,0.054396789587428995,0.5854718024338444,0
sb1,se1,23,-0.33259898938108956,13.113883593937766,15.099906795500958,6.768860723848531,-1.0698562532606706,0.5816149481033016,-0.1124291600036081,0.5085921081900607,0
sb1,se1,24,11.663693218927305,47.541341553543695,17.627147208393524,5.603251308419284,-0.5232434916373121,1.0154722167440366,-0.17500251363547367,0.7779946182188486,0
sb1,se1,25,-5.077445478705265,9.674609721498431,7.780341534818864,3.3316385146557717,-1.1973608947507657,0.22314307683609264,-0.12985423967483714,0.4116906471856876,0
sb1,se1,26,0.5746529493480618,14.959423664424667,6.905195809391001,2.755672328566035,-0.8248886406681161,0.7199535634689275,-0.013335550126102175,0.5645002984844313,0
sb1,se1,27,0.22101375737279239,15.54076822994498,17.39576235169289,5.518797465377065,-1.0633918362098522,0.673762257683527,-0.12295622639919222,0.475647990073775,0
sb1,se1,28,-0.5793392831484943,20.02040819302408,12.673343648519944,3.9486641652962784,-0.9488859266512721,0.767962027337108,0.0005102019837771837,0.5590250066627421,0
sb1,se1,29,-0.13274747703543727,9.978444183227724,11.597666830533475,4.181527555363337,-1.0418481288666246,0.5264257584428913,-0.23139975781062283,0.4130302351249352,0
sb1,se1,30,0.27635470049773864,12.698709975706626,10.516887087816178,3.959154551226803,-0.8511758917709324,1.5566589238187525,0.01372079422296794,0.6294632193877853,0
sb1,se1,31,-0.7575458349313318,23.102659246236485,13.493959977395287,4.686097329360453,-0.9058251728901581,0.5463363554769906,-0.0310847261811088,0.583191552146331,0
sb1,se1,32,0.4524445278323418,17.14402632182171,12.013084402813085,6.93323476149994,-0.981147935897712,0.6255394675099599,0.013189827781405006,0.5662023491930639,0
sb1,se1,33,0.7512958676625663,13.14618951673285,15.486089995102514,4.943980652129584,-1.1009390309736,0.27936835616445715,-0.07979291875451129,0.3708962472452156,0
sb1,se1,34,0.9349454212511162,21.955290285849685,12.82149334479669,5.896489750146946,-1.0300382507937473,0.5304164582827883,-0.09301846627764228,0.49594932657729407,0
sb1,se1,35,-0.2983853704773174,14.906644222693277,11.494083442877786,4.855763892001205,-0.930855182646541,0.7156808233560673,-0.03037662006690426,0.5215829489212748,0
sb1,se1,36,0.3635797457516814,10.316724354671726,11.358839321451514,5.2172342840106305,-0.8284145681936114,0.9701462000826295,-0.07509936982680358,0.6245341945246373,0
sb1,se1,37,0.5143195613185867,18.296977066783782,15.1249998130221,6.482613745413753,-1.093154032892094,0.5641699185314534,-0.046279844013658644,0.47151948117162173,0
sb1,se1,38,1.119297973772209,23.642193812308015,15.650628448036686,6.05595523467263,-1.0213679965124014,0.8369861504087316,-0.055224473343820565,0.5455742996477506,0
sb1,se1,39,0.2536819036737064,10.585620636078797,13.45418869639143,7.9560726119265155,-0.8184156011677926,0.7944320089940287,-0.08668570852199763,0.5682354712696179,0
sb1,se1,40,-3.3258145873582334,11.757716542149565,14.466263020550956,3.6958844663970023,-0.8772460153224356,0.5268473877451325,-0.014623258530933578,0.6264874737265983,0
sb1,se1,41,3.252598625668204,6.363367037557491,6.771734537694623,2.4802137403618016,-0.8870448941294669,0.3926287247574662,-0.33590568614719807,0.43711740515070907,0
sb1,se1,42,3.7124721935555094,19.906936720301694,12.213022026661859,5.9034530635814715,-0.6153737473550301,0.7789984390713932,-0.030512085488969228,0.6690420926510877,0
sb1,se1,43,-2.606617618187712,13.66985813875512,11.417710583611884,5.475690841056005,-0.23784846666071793,1.7208566736009008,0.47980967652203416,0.6412457048910689,0
sb1,se1,44,-5.599551894731011,12.52703098215083,13.025703433100745,1.074596625543049,-0.17584761016104622,0.2050568149662226,0.5738435891965569,0.3669174694358352,0
sb1,se1,45,-0.23162775305778907,4.133748064171519,8.101366870646558,4.049571424372991,-0.5874628646481247,1.3484089157090386,-0.1207779610678648,0.670892408172458,0
sb2,se1,92,-4.829204884573403,31.383314132205157,7.158223342183502,3.7611914924582814,-0.18926103777664643,2.5829827163062213,0.023444594756609847,0.7842609964922581,1
sb2,se1,93,2.7847294489460857,18.584703799966665,15.801237165931028,6.413872653908022,-1.3429787652461476,0.16421580368549457,0.0801279860815629,0.24727309594533858,1
sb2,se1,94,4.230948693909723,28.342741531373306,9.253740666539274,5.454759394347976,-0.9544485199359322,0.9106583587238698,0.06069923265108096,0.36979944663965175,1
sb2,se1,95,-3.460572875741364,18.966819331146418,11.197951331212156,3.2491536452619467,-1.079385960585292,0.4274293969434457,0.047724552996119794,0.3522592832256909,1
sb2,se1,96,-10.46899437586036,28.17598168473766,16.544258477289134,8.78794831000503,-0.29178747224252066,0.8121839782519872,0.523933691761046,0.7711663536442216,1
sb2,se1,97,5.114837394305661,34.65795360040521,13.314471164677148,5.649010488890681,-0.8085587414616077,1.1052297323748885,-0.11009428016265467,0.5208989524040251,1
sb2,se1,98,-8.305423119346806,29.47780700148103,12.701226084926002,2.6354377822618673,-1.0176409345666304,0.6362833324660422,-0.2152214163501775,0.5285239925725717,1
sb2,se1,99,-19.65104663955375,33.26489128143013,19.91549559085306,8.629325096340343,-0.9456265435174052,0.3957253705013139,-0.295327041511583,0.5339643044327735,1
sb2,se1,100,12.1670191597392,18.256251940952193,17.09874029638158,2.5819914686015824,-0.3084931333495236,0.6218786896157771,-0.35279584664616603,0.7571852226158821,1
sb2,se1,101,4.5052824513632705,35.590820799812235,12.768256055722867,5.430144082151634,-0.8342081184506343,0.7087435925214558,-0.0933825381264349,0.5787952060379176,1
sb2,se1,102,-5.4984456418807905,31.948355226716632,7.0020350114179175,3.405652808052598,-0.6101699243743888,1.926079204013843,-0.30321871276744783,0.5164690046974691,1
sb2,se1,103,10.451646143538847,38.693787928711565,14.990856685258725,6.802593955554931,-0.7041649074442058,0.827874414139375,-0.43056262003496837,0.46242729276732447,1
sb2,se1,104,18.36483072981628,27.997212380980585,21.467922714458695,6.920942713027364,-0.9535902520847895,0.258254127339311,-0.09452552081796656,0.5364794435510573,1
sb2,se1,105,3.067734487939729,21.827224247263462,8.494079749542163,3.8704726386256665,-0.8141894236448477,1.170029242809134,-0.005879121021836734,0.5512057399126586,1
sb2,se1,106,18.177869644104785,75.28015376731997,22.2539559056651,5.982672406725418,-0.5575346236105206,1.1666105318825981,-0.4103010193841169,0.7273651751920412,1
sb2,se1,107,-4.821523454917323,0.7946898245666383,18.24740389174271,7.198323207065693,-1.064283028592662,0.17293565416023265,-0.04470927348586614,0.4574160104651598,1
sb2,se1,108,-11.436454466644873,50.116184705451744,12.237972779995616,4.918668194242738,-0.19698759230402288,1.0216167967080392,-0.0015963949975254124,0.8166510836433828,1
sb2,se1,109,0.6285829348042403,10.231002325629236,4.610372128472612,3.718441475728944,-0.9356692025680916,0.4730995947957448,0.026998846580947856,0.42595811842094683,1
